nct_id,drug_name,approval_type,approval_date,approval_year,sponsor
NCT03564626,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT03416751,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT03416751,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT03416751,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT03416751,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT03416751,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT03152188,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT03152188,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT03152188,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT03152188,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT03152188,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT03091738,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT03091738,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT03091738,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT03091738,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT03091738,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT03091738,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT03030820,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT03030820,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT03030820,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT03030820,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT03030820,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT03030820,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT02944643,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT02944643,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT02944643,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT02944643,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT02944643,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT02944643,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT02636647,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT02636647,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT02636647,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT02636647,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT02636647,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT02636647,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT02534805,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT02534805,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT02534805,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT02534805,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT02534805,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT02534805,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT02154282,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT02154282,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT02154282,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT02154282,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT02154282,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT02154282,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT01556646,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT01556646,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT01556646,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT01556646,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT01556646,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT01556646,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT01556646,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT01458990,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT01458990,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT01458990,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT01458990,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT01458990,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT01458990,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT01458990,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT01458990,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT01069133,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT01069133,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT01069133,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT01069133,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT01069133,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT01069133,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT01069133,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT01069133,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT01069133,Rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT01069133,rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00992290,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT00992290,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT00992290,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT00992290,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT00992290,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT00992290,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT00992290,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT00992290,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT00992290,Rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00992290,rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00914056,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT00914056,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT00914056,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT00914056,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT00914056,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT00914056,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT00914056,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT00914056,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT00914056,Rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00914056,rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00914056,lactulose,ORIG,20030728,2003,BAJAJ
NCT00533910,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT00533910,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT00533910,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT00533910,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT00533910,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT00533910,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT00533910,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT00533910,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT00533910,Rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00533910,rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00533910,lactulose,ORIG,20030728,2003,BAJAJ
NCT00312078,Rifaximin SSD 40 mg IR tablet,SUPPL,20021104,2002,FRESENIUS MEDCL CARE
NCT00312078,Albumin Infusion,SUPPL,20040624,2004,USPHARMA
NCT00312078,Rifamycin SV MMX,SUPPL,20190705,2019,THERATECHNOLOGIES
NCT00312078,Fecal Microbial transplant Capsules,ORIG,20230825,2023,PRINSTON INC
NCT00312078,Fecal Microbial Transplant Enema,SUPPL,20020123,2002,TEVA PHARMS
NCT00312078,Ramelteon Pill,ORIG,20221125,2022,XIROMED
NCT00312078,Tolvaptan,ORIG,20220215,2022,PH HEALTH
NCT00312078,Omeprazole,ORIG,20071204,2007,DEXCEL PHARMA
NCT00312078,Rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00312078,rifaximin,SUPPL,20150423,2015,SALIX PHARMS
NCT00312078,lactulose,ORIG,20030728,2003,BAJAJ
NCT01870505,Letrozole,SUPPL,20250815,2025,BEIJING YILING
NCT01870505,Exemestane,SUPPL,20190222,2019,UPSHER SMITH LABS
NCT00897702,Letrozole,SUPPL,20250815,2025,BEIJING YILING
NCT00897702,Exemestane,SUPPL,20190222,2019,UPSHER SMITH LABS
